passengerCount,WIFIAPTag,slice10min
,WC-2C<WC-2C-09>,2016-09-14-15-3
,WC-2C<WC-2C-09>,2016-09-14-15-4
,WC-2C<WC-2C-09>,2016-09-14-15-5
,WC-2C<WC-2C-09>,2016-09-14-16-0
,WC-2C<WC-2C-09>,2016-09-14-16-1
,WC-2C<WC-2C-09>,2016-09-14-16-2
,WC-2C<WC-2C-09>,2016-09-14-16-3
,WC-2C<WC-2C-09>,2016-09-14-16-4
,WC-2C<WC-2C-09>,2016-09-14-16-5
,WC-2C<WC-2C-09>,2016-09-14-17-0
,WC-2C<WC-2C-09>,2016-09-14-17-1
,WC-2C<WC-2C-09>,2016-09-14-17-2
,WC-2C<WC-2C-09>,2016-09-14-17-3
,WC-2C<WC-2C-09>,2016-09-14-17-4
,WC-2C<WC-2C-09>,2016-09-14-17-5
,WC-2C<WC-2C-10>,2016-09-14-15-0
,WC-2C<WC-2C-10>,2016-09-14-15-1
,WC-2C<WC-2C-10>,2016-09-14-15-2
,WC-2C<WC-2C-10>,2016-09-14-15-3
,WC-2C<WC-2C-10>,2016-09-14-15-4
,WC-2C<WC-2C-10>,2016-09-14-15-5
,WC-2C<WC-2C-10>,2016-09-14-16-0
,WC-2C<WC-2C-10>,2016-09-14-16-1
,WC-2C<WC-2C-10>,2016-09-14-16-2
,WC-2C<WC-2C-10>,2016-09-14-16-3
,WC-2C<WC-2C-10>,2016-09-14-16-4
,WC-2C<WC-2C-10>,2016-09-14-16-5
,WC-2C<WC-2C-10>,2016-09-14-17-0
,WC-2C<WC-2C-10>,2016-09-14-17-1
,WC-2C<WC-2C-10>,2016-09-14-17-2
,WC-2C<WC-2C-10>,2016-09-14-17-3
,WC-2C<WC-2C-10>,2016-09-14-17-4
,WC-2C<WC-2C-10>,2016-09-14-17-5
,WC-2C<WC-2C-11>,2016-09-14-15-0
,WC-2C<WC-2C-11>,2016-09-14-15-1
,WC-2C<WC-2C-11>,2016-09-14-15-2
,WC-2C<WC-2C-11>,2016-09-14-15-3
,WC-2C<WC-2C-11>,2016-09-14-15-4
,WC-2C<WC-2C-11>,2016-09-14-15-5
,WC-2C<WC-2C-11>,2016-09-14-16-0
,WC-2C<WC-2C-11>,2016-09-14-16-1
,WC-2C<WC-2C-11>,2016-09-14-16-2
,WC-2C<WC-2C-11>,2016-09-14-16-3
,WC-2C<WC-2C-11>,2016-09-14-16-4
,WC-2C<WC-2C-11>,2016-09-14-16-5
,WC-2C<WC-2C-11>,2016-09-14-17-0
,WC-2C<WC-2C-11>,2016-09-14-17-1
,WC-2C<WC-2C-11>,2016-09-14-17-2
,WC-2C<WC-2C-11>,2016-09-14-17-3
,WC-2C<WC-2C-11>,2016-09-14-17-4
,WC-2C<WC-2C-11>,2016-09-14-17-5
,WC-2C<WC-2C-12>,2016-09-14-15-0
,WC-2C<WC-2C-12>,2016-09-14-15-1
,WC-2C<WC-2C-12>,2016-09-14-15-2
,WC-2C<WC-2C-12>,2016-09-14-15-3
,WC-2C<WC-2C-12>,2016-09-14-15-4
,WC-2C<WC-2C-12>,2016-09-14-15-5
,WC-2C<WC-2C-12>,2016-09-14-16-0
,WC-2C<WC-2C-12>,2016-09-14-16-1
,WC-2C<WC-2C-12>,2016-09-14-16-2
,WC-2C<WC-2C-12>,2016-09-14-16-3
,WC-2C<WC-2C-12>,2016-09-14-16-4
,WC-2C<WC-2C-12>,2016-09-14-16-5
,WC-2C<WC-2C-12>,2016-09-14-17-0
,WC-2C<WC-2C-12>,2016-09-14-17-1
,WC-2C<WC-2C-12>,2016-09-14-17-2
,WC-2C<WC-2C-12>,2016-09-14-17-3
,WC-2C<WC-2C-12>,2016-09-14-17-4
,WC-2C<WC-2C-12>,2016-09-14-17-5
,WC-2C<WC-2C-13>,2016-09-14-15-0
,WC-2C<WC-2C-13>,2016-09-14-15-1
,WC-2C<WC-2C-13>,2016-09-14-15-2
,WC-2C<WC-2C-13>,2016-09-14-15-3
,WC-2C<WC-2C-13>,2016-09-14-15-4
,WC-2C<WC-2C-13>,2016-09-14-15-5
,WC-2C<WC-2C-13>,2016-09-14-16-0
,WC-2C<WC-2C-13>,2016-09-14-16-1
,WC-2C<WC-2C-13>,2016-09-14-16-2
,WC-2C<WC-2C-13>,2016-09-14-16-3
,WC-2C<WC-2C-13>,2016-09-14-16-4
,WC-2C<WC-2C-13>,2016-09-14-16-5
,WC-2C<WC-2C-13>,2016-09-14-17-0
,WC-2C<WC-2C-13>,2016-09-14-17-1
,WC-2C<WC-2C-13>,2016-09-14-17-2
,WC-2C<WC-2C-13>,2016-09-14-17-3
,WC-2C<WC-2C-13>,2016-09-14-17-4
,WC-2C<WC-2C-13>,2016-09-14-17-5
,WC-2C<WC-2C-14>,2016-09-14-15-0
,WC-2C<WC-2C-14>,2016-09-14-15-1
,WC-2C<WC-2C-14>,2016-09-14-15-2
,WC-2C<WC-2C-14>,2016-09-14-15-3
,WC-2C<WC-2C-14>,2016-09-14-15-4
,WC-2C<WC-2C-14>,2016-09-14-15-5
,WC-2C<WC-2C-14>,2016-09-14-16-0
,WC-2C<WC-2C-14>,2016-09-14-16-1
,WC-2C<WC-2C-14>,2016-09-14-16-2
,WC-2C<WC-2C-14>,2016-09-14-16-3
,WC-2C<WC-2C-14>,2016-09-14-16-4
,WC-2C<WC-2C-14>,2016-09-14-16-5
,WC-2C<WC-2C-14>,2016-09-14-17-0
,WC-2C<WC-2C-14>,2016-09-14-17-1
,WC-2C<WC-2C-14>,2016-09-14-17-2
,WC-2C<WC-2C-14>,2016-09-14-17-3
,WC-2C<WC-2C-14>,2016-09-14-17-4
,WC-2C<WC-2C-14>,2016-09-14-17-5
,WC-2C<WC-2C-15>,2016-09-14-15-0
,WC-2C<WC-2C-15>,2016-09-14-15-1
,WC-2C<WC-2C-15>,2016-09-14-15-2
,WC-2C<WC-2C-15>,2016-09-14-15-3
,WC-2C<WC-2C-15>,2016-09-14-15-4
,WC-2C<WC-2C-15>,2016-09-14-15-5
,WC-2C<WC-2C-15>,2016-09-14-16-0
,WC-2C<WC-2C-15>,2016-09-14-16-1
,WC-2C<WC-2C-15>,2016-09-14-16-2
,WC-2C<WC-2C-15>,2016-09-14-16-3
,WC-2C<WC-2C-15>,2016-09-14-16-4
,WC-2C<WC-2C-15>,2016-09-14-16-5
,WC-2C<WC-2C-15>,2016-09-14-17-0
,WC-2C<WC-2C-15>,2016-09-14-17-1
,WC-2C<WC-2C-15>,2016-09-14-17-2
,WC-2C<WC-2C-15>,2016-09-14-17-3
,WC-2C<WC-2C-15>,2016-09-14-17-4
,WC-2C<WC-2C-15>,2016-09-14-17-5
,WC-2C<WC-2C-16>,2016-09-14-15-0
,WC-2C<WC-2C-16>,2016-09-14-15-1
,WC-2C<WC-2C-16>,2016-09-14-15-2
,WC-2C<WC-2C-16>,2016-09-14-15-3
,WC-2C<WC-2C-16>,2016-09-14-15-4
,WC-2C<WC-2C-16>,2016-09-14-15-5
,WC-2C<WC-2C-16>,2016-09-14-16-0
,WC-2C<WC-2C-16>,2016-09-14-16-1
,WC-2C<WC-2C-16>,2016-09-14-16-2
,WC-2C<WC-2C-16>,2016-09-14-16-3
,WC-2C<WC-2C-16>,2016-09-14-16-4
,WC-2C<WC-2C-16>,2016-09-14-16-5
,WC-2C<WC-2C-16>,2016-09-14-17-0
,WC-2C<WC-2C-16>,2016-09-14-17-1
,WC-2C<WC-2C-16>,2016-09-14-17-2
,WC-2C<WC-2C-16>,2016-09-14-17-3
,WC-2C<WC-2C-16>,2016-09-14-17-4
,WC-2C<WC-2C-16>,2016-09-14-17-5
,WC-2C<WC-2C-17>,2016-09-14-15-0
,WC-2C<WC-2C-17>,2016-09-14-15-1
,WC-2C<WC-2C-17>,2016-09-14-15-2
,WC-2C<WC-2C-17>,2016-09-14-15-3
,WC-2C<WC-2C-17>,2016-09-14-15-4
,WC-2C<WC-2C-17>,2016-09-14-15-5
,WC-2C<WC-2C-17>,2016-09-14-16-0
,WC-2C<WC-2C-17>,2016-09-14-16-1
,WC-2C<WC-2C-17>,2016-09-14-16-2
,WC-2C<WC-2C-17>,2016-09-14-16-3
,WC-2C<WC-2C-17>,2016-09-14-16-4
,WC-2C<WC-2C-17>,2016-09-14-16-5
,WC-2C<WC-2C-17>,2016-09-14-17-0
,WC-2C<WC-2C-17>,2016-09-14-17-1
,WC-2C<WC-2C-17>,2016-09-14-17-2
,WC-2C<WC-2C-17>,2016-09-14-17-3
,WC-2C<WC-2C-17>,2016-09-14-17-4
,WC-2C<WC-2C-17>,2016-09-14-17-5
,WC-2C<WC-2C-18>,2016-09-14-15-0
,WC-2C<WC-2C-18>,2016-09-14-15-1
,WC-2C<WC-2C-18>,2016-09-14-15-2
,WC-2C<WC-2C-18>,2016-09-14-15-3
,WC-2C<WC-2C-18>,2016-09-14-15-4
,WC-2C<WC-2C-18>,2016-09-14-15-5
,WC-2C<WC-2C-18>,2016-09-14-16-0
,WC-2C<WC-2C-18>,2016-09-14-16-1
,WC-2C<WC-2C-18>,2016-09-14-16-2
,WC-2C<WC-2C-18>,2016-09-14-16-3
,WC-2C<WC-2C-18>,2016-09-14-16-4
,WC-2C<WC-2C-18>,2016-09-14-16-5
,WC-2C<WC-2C-18>,2016-09-14-17-0
,WC-2C<WC-2C-18>,2016-09-14-17-1
,WC-2C<WC-2C-18>,2016-09-14-17-2
,WC-2C<WC-2C-18>,2016-09-14-17-3
,WC-2C<WC-2C-18>,2016-09-14-17-4
,WC-2C<WC-2C-18>,2016-09-14-17-5
,WC-2C<WC-2C-19>,2016-09-14-15-0
,WC-2C<WC-2C-19>,2016-09-14-15-1
,WC-2C<WC-2C-19>,2016-09-14-15-2
,WC-2C<WC-2C-19>,2016-09-14-15-3
,WC-2C<WC-2C-19>,2016-09-14-15-4
,WC-2C<WC-2C-19>,2016-09-14-15-5
,WC-2C<WC-2C-19>,2016-09-14-16-0
,WC-2C<WC-2C-19>,2016-09-14-16-1
,WC-2C<WC-2C-19>,2016-09-14-16-2
,WC-2C<WC-2C-19>,2016-09-14-16-3
,WC-2C<WC-2C-19>,2016-09-14-16-4
,WC-2C<WC-2C-19>,2016-09-14-16-5
,WC-2C<WC-2C-19>,2016-09-14-17-0
,WC-2C<WC-2C-19>,2016-09-14-17-1
,WC-2C<WC-2C-19>,2016-09-14-17-2
,WC-2C<WC-2C-19>,2016-09-14-17-3
,WC-2C<WC-2C-19>,2016-09-14-17-4
,WC-2C<WC-2C-19>,2016-09-14-17-5
,WC-2D-1,2016-09-14-15-0
,WC-2D-1,2016-09-14-15-1
,WC-2D-1,2016-09-14-15-2
,WC-2D-1,2016-09-14-15-3
,WC-2D-1,2016-09-14-15-4
,WC-2D-1,2016-09-14-15-5
,WC-2D-1,2016-09-14-16-0
,WC-2D-1,2016-09-14-16-1
,WC-2D-1,2016-09-14-16-2
,WC-2D-1,2016-09-14-16-3
,WC-2D-1,2016-09-14-16-4
,WC-2D-1,2016-09-14-16-5
,WC-2D-1,2016-09-14-17-0
,WC-2D-1,2016-09-14-17-1
,WC-2D-1,2016-09-14-17-2
,WC-2D-1,2016-09-14-17-3
,WC-2D-1,2016-09-14-17-4
,WC-2D-1,2016-09-14-17-5
,WC-2D-2,2016-09-14-15-0
,WC-2D-2,2016-09-14-15-1
,WC-2D-2,2016-09-14-15-2
,WC-2D-2,2016-09-14-15-3
,WC-2D-2,2016-09-14-15-4
,WC-2D-2,2016-09-14-15-5
,WC-2D-2,2016-09-14-16-0
,WC-2D-2,2016-09-14-16-1
,WC-2D-2,2016-09-14-16-2
,WC-2D-2,2016-09-14-16-3
,WC-2D-2,2016-09-14-16-4
,WC-2D-2,2016-09-14-16-5
,WC-2D-2,2016-09-14-17-0
,WC-2D-2,2016-09-14-17-1
,WC-2D-2,2016-09-14-17-2
,WC-2D-2,2016-09-14-17-3
,WC-2D-2,2016-09-14-17-4
,WC-2D-2,2016-09-14-17-5
,WC-2D-3,2016-09-14-15-0
,WC-2D-3,2016-09-14-15-1
,WC-2D-3,2016-09-14-15-2
,WC-2D-3,2016-09-14-15-3
,WC-2D-3,2016-09-14-15-4
,WC-2D-3,2016-09-14-15-5
,WC-2D-3,2016-09-14-16-0
,WC-2D-3,2016-09-14-16-1
,WC-2D-3,2016-09-14-16-2
,WC-2D-3,2016-09-14-16-3
,WC-2D-3,2016-09-14-16-4
,WC-2D-3,2016-09-14-16-5
,WC-2D-3,2016-09-14-17-0
,WC-2D-3,2016-09-14-17-1
,WC-2D-3,2016-09-14-17-2
,WC-2D-3,2016-09-14-17-3
,WC-2D-3,2016-09-14-17-4
,WC-2D-3,2016-09-14-17-5
,WC-3A<WC-3-01>,2016-09-14-15-0
,WC-3A<WC-3-01>,2016-09-14-15-1
,WC-3A<WC-3-01>,2016-09-14-15-2
,WC-3A<WC-3-01>,2016-09-14-15-3
,WC-3A<WC-3-01>,2016-09-14-15-4
,WC-3A<WC-3-01>,2016-09-14-15-5
,WC-3A<WC-3-01>,2016-09-14-16-0
,WC-3A<WC-3-01>,2016-09-14-16-1
,WC-3A<WC-3-01>,2016-09-14-16-2
,WC-3A<WC-3-01>,2016-09-14-16-3
,WC-3A<WC-3-01>,2016-09-14-16-4
,WC-3A<WC-3-01>,2016-09-14-16-5
,WC-3A<WC-3-01>,2016-09-14-17-0
,WC-3A<WC-3-01>,2016-09-14-17-1
,WC-3A<WC-3-01>,2016-09-14-17-2
,WC-3A<WC-3-01>,2016-09-14-17-3
,WC-3A<WC-3-01>,2016-09-14-17-4
,WC-3A<WC-3-01>,2016-09-14-17-5
,WC-3A<WC-3-02>,2016-09-14-15-0
,WC-3A<WC-3-02>,2016-09-14-15-1
,WC-3A<WC-3-02>,2016-09-14-15-2
,WC-3A<WC-3-02>,2016-09-14-15-3
,WC-3A<WC-3-02>,2016-09-14-15-4
,WC-3A<WC-3-02>,2016-09-14-15-5
,WC-3A<WC-3-02>,2016-09-14-16-0
,WC-3A<WC-3-02>,2016-09-14-16-1
,WC-3A<WC-3-02>,2016-09-14-16-2
,WC-3A<WC-3-02>,2016-09-14-16-3
,WC-3A<WC-3-02>,2016-09-14-16-4
,WC-3A<WC-3-02>,2016-09-14-16-5
,WC-3A<WC-3-02>,2016-09-14-17-0
,WC-3A<WC-3-02>,2016-09-14-17-1
,WC-3A<WC-3-02>,2016-09-14-17-2
,WC-3A<WC-3-02>,2016-09-14-17-3
,WC-3A<WC-3-02>,2016-09-14-17-4
,WC-3A<WC-3-02>,2016-09-14-17-5
,WC-3A<WC-3-03>,2016-09-14-15-0
,WC-3A<WC-3-03>,2016-09-14-15-1
,WC-3A<WC-3-03>,2016-09-14-15-2
,WC-3A<WC-3-03>,2016-09-14-15-3
,WC-3A<WC-3-03>,2016-09-14-15-4
,WC-3A<WC-3-03>,2016-09-14-15-5
,WC-3A<WC-3-03>,2016-09-14-16-0
,WC-3A<WC-3-03>,2016-09-14-16-1
,WC-3A<WC-3-03>,2016-09-14-16-2
,WC-3A<WC-3-03>,2016-09-14-16-3
,WC-3A<WC-3-03>,2016-09-14-16-4
,WC-3A<WC-3-03>,2016-09-14-16-5
,WC-3A<WC-3-03>,2016-09-14-17-0
,WC-3A<WC-3-03>,2016-09-14-17-1
,WC-3A<WC-3-03>,2016-09-14-17-2
,WC-3A<WC-3-03>,2016-09-14-17-3
,WC-3A<WC-3-03>,2016-09-14-17-4
,WC-3A<WC-3-03>,2016-09-14-17-5
,WC-3A<WC-3A-04>,2016-09-14-15-0
,WC-3A<WC-3A-04>,2016-09-14-15-1
,WC-3A<WC-3A-04>,2016-09-14-15-2
,WC-3A<WC-3A-04>,2016-09-14-15-3
,WC-3A<WC-3A-04>,2016-09-14-15-4
,WC-3A<WC-3A-04>,2016-09-14-15-5
,WC-3A<WC-3A-04>,2016-09-14-16-0
,WC-3A<WC-3A-04>,2016-09-14-16-1
,WC-3A<WC-3A-04>,2016-09-14-16-2
,WC-3A<WC-3A-04>,2016-09-14-16-3
,WC-3A<WC-3A-04>,2016-09-14-16-4
,WC-3A<WC-3A-04>,2016-09-14-16-5
,WC-3A<WC-3A-04>,2016-09-14-17-0
,WC-3A<WC-3A-04>,2016-09-14-17-1
,WC-3A<WC-3A-04>,2016-09-14-17-2
,WC-3A<WC-3A-04>,2016-09-14-17-3
,WC-3A<WC-3A-04>,2016-09-14-17-4
,WC-3A<WC-3A-04>,2016-09-14-17-5
,WC-3A<WC-3A-05>,2016-09-14-15-0
,WC-3A<WC-3A-05>,2016-09-14-15-1
,WC-3A<WC-3A-05>,2016-09-14-15-2
,WC-3A<WC-3A-05>,2016-09-14-15-3
,WC-3A<WC-3A-05>,2016-09-14-15-4
,WC-3A<WC-3A-05>,2016-09-14-15-5
,WC-3A<WC-3A-05>,2016-09-14-16-0
,WC-3A<WC-3A-05>,2016-09-14-16-1
,WC-3A<WC-3A-05>,2016-09-14-16-2
,WC-3A<WC-3A-05>,2016-09-14-16-3
,WC-3A<WC-3A-05>,2016-09-14-16-4
,WC-3A<WC-3A-05>,2016-09-14-16-5
,WC-3A<WC-3A-05>,2016-09-14-17-0
,WC-3A<WC-3A-05>,2016-09-14-17-1
,WC-3A<WC-3A-05>,2016-09-14-17-2
,WC-3A<WC-3A-05>,2016-09-14-17-3
,WC-3A<WC-3A-05>,2016-09-14-17-4
,WC-3A<WC-3A-05>,2016-09-14-17-5
,WC-3B<WC-1-04>,2016-09-14-15-0
,WC-3B<WC-1-04>,2016-09-14-15-1
,WC-3B<WC-1-04>,2016-09-14-15-2
,WC-3B<WC-1-04>,2016-09-14-15-3
,WC-3B<WC-1-04>,2016-09-14-15-4
,WC-3B<WC-1-04>,2016-09-14-15-5
,WC-3B<WC-1-04>,2016-09-14-16-0
,WC-3B<WC-1-04>,2016-09-14-16-1
,WC-3B<WC-1-04>,2016-09-14-16-2
,WC-3B<WC-1-04>,2016-09-14-16-3
,WC-3B<WC-1-04>,2016-09-14-16-4
,WC-3B<WC-1-04>,2016-09-14-16-5
,WC-3B<WC-1-04>,2016-09-14-17-0
,WC-3B<WC-1-04>,2016-09-14-17-1
,WC-3B<WC-1-04>,2016-09-14-17-2
,WC-3B<WC-1-04>,2016-09-14-17-3
,WC-3B<WC-1-04>,2016-09-14-17-4
,WC-3B<WC-1-04>,2016-09-14-17-5
,WC-3B<WC-1-05>,2016-09-14-15-0
,WC-3B<WC-1-05>,2016-09-14-15-1
,WC-3B<WC-1-05>,2016-09-14-15-2
,WC-3B<WC-1-05>,2016-09-14-15-3
,WC-3B<WC-1-05>,2016-09-14-15-4
,WC-3B<WC-1-05>,2016-09-14-15-5
,WC-3B<WC-1-05>,2016-09-14-16-0
,WC-3B<WC-1-05>,2016-09-14-16-1
,WC-3B<WC-1-05>,2016-09-14-16-2
,WC-3B<WC-1-05>,2016-09-14-16-3
,WC-3B<WC-1-05>,2016-09-14-16-4
,WC-3B<WC-1-05>,2016-09-14-16-5
,WC-3B<WC-1-05>,2016-09-14-17-0
,WC-3B<WC-1-05>,2016-09-14-17-1
,WC-3B<WC-1-05>,2016-09-14-17-2
,WC-3B<WC-1-05>,2016-09-14-17-3
,WC-3B<WC-1-05>,2016-09-14-17-4
,WC-3B<WC-1-05>,2016-09-14-17-5
,WC-3B<WC-2-06>,2016-09-14-15-0
,WC-3B<WC-2-06>,2016-09-14-15-1
,WC-3B<WC-2-06>,2016-09-14-15-2
,WC-3B<WC-2-06>,2016-09-14-15-3
,WC-3B<WC-2-06>,2016-09-14-15-4
,WC-3B<WC-2-06>,2016-09-14-15-5
,WC-3B<WC-2-06>,2016-09-14-16-0
,WC-3B<WC-2-06>,2016-09-14-16-1
,WC-3B<WC-2-06>,2016-09-14-16-2
,WC-3B<WC-2-06>,2016-09-14-16-3
,WC-3B<WC-2-06>,2016-09-14-16-4
,WC-3B<WC-2-06>,2016-09-14-16-5
,WC-3B<WC-2-06>,2016-09-14-17-0
,WC-3B<WC-2-06>,2016-09-14-17-1
,WC-3B<WC-2-06>,2016-09-14-17-2
,WC-3B<WC-2-06>,2016-09-14-17-3
,WC-3B<WC-2-06>,2016-09-14-17-4
,WC-3B<WC-2-06>,2016-09-14-17-5
,WC-3B<WC-2-07>,2016-09-14-15-0
,WC-3B<WC-2-07>,2016-09-14-15-1
,WC-3B<WC-2-07>,2016-09-14-15-2
,WC-3B<WC-2-07>,2016-09-14-15-3
,WC-3B<WC-2-07>,2016-09-14-15-4
,WC-3B<WC-2-07>,2016-09-14-15-5
,WC-3B<WC-2-07>,2016-09-14-16-0
,WC-3B<WC-2-07>,2016-09-14-16-1
,WC-3B<WC-2-07>,2016-09-14-16-2
,WC-3B<WC-2-07>,2016-09-14-16-3
,WC-3B<WC-2-07>,2016-09-14-16-4
,WC-3B<WC-2-07>,2016-09-14-16-5
,WC-3B<WC-2-07>,2016-09-14-17-0
,WC-3B<WC-2-07>,2016-09-14-17-1
,WC-3B<WC-2-07>,2016-09-14-17-2
,WC-3B<WC-2-07>,2016-09-14-17-3
,WC-3B<WC-2-07>,2016-09-14-17-4
,WC-3B<WC-2-07>,2016-09-14-17-5
,WC-3B<WC-2-08>,2016-09-14-15-0
,WC-3B<WC-2-08>,2016-09-14-15-1
,WC-3B<WC-2-08>,2016-09-14-15-2
,WC-3B<WC-2-08>,2016-09-14-15-3
,WC-3B<WC-2-08>,2016-09-14-15-4
,WC-3B<WC-2-08>,2016-09-14-15-5
,WC-3B<WC-2-08>,2016-09-14-16-0
,WC-3B<WC-2-08>,2016-09-14-16-1
,WC-3B<WC-2-08>,2016-09-14-16-2
,WC-3B<WC-2-08>,2016-09-14-16-3
,WC-3B<WC-2-08>,2016-09-14-16-4
,WC-3B<WC-2-08>,2016-09-14-16-5
,WC-3B<WC-2-08>,2016-09-14-17-0
,WC-3B<WC-2-08>,2016-09-14-17-1
,WC-3B<WC-2-08>,2016-09-14-17-2
,WC-3B<WC-2-08>,2016-09-14-17-3
,WC-3B<WC-2-08>,2016-09-14-17-4
,WC-3B<WC-2-08>,2016-09-14-17-5
,WC-3B<WC-2-09>,2016-09-14-15-0
,WC-3B<WC-2-09>,2016-09-14-15-1
,WC-3B<WC-2-09>,2016-09-14-15-2
,WC-3B<WC-2-09>,2016-09-14-15-3
,WC-3B<WC-2-09>,2016-09-14-15-4
,WC-3B<WC-2-09>,2016-09-14-15-5
,WC-3B<WC-2-09>,2016-09-14-16-0
,WC-3B<WC-2-09>,2016-09-14-16-1
,WC-3B<WC-2-09>,2016-09-14-16-2
,WC-3B<WC-2-09>,2016-09-14-16-3
,WC-3B<WC-2-09>,2016-09-14-16-4
,WC-3B<WC-2-09>,2016-09-14-16-5
,WC-3B<WC-2-09>,2016-09-14-17-0
,WC-3B<WC-2-09>,2016-09-14-17-1
,WC-3B<WC-2-09>,2016-09-14-17-2
,WC-3B<WC-2-09>,2016-09-14-17-3
,WC-3B<WC-2-09>,2016-09-14-17-4
,WC-3B<WC-2-09>,2016-09-14-17-5
,WC-3B<WC-3-04>,2016-09-14-15-0
,WC-3B<WC-3-04>,2016-09-14-15-1
,WC-3B<WC-3-04>,2016-09-14-15-2
,WC-3B<WC-3-04>,2016-09-14-15-3
,WC-3B<WC-3-04>,2016-09-14-15-4
,WC-3B<WC-3-04>,2016-09-14-15-5
,WC-3B<WC-3-04>,2016-09-14-16-0
,WC-3B<WC-3-04>,2016-09-14-16-1
,WC-3B<WC-3-04>,2016-09-14-16-2
,WC-3B<WC-3-04>,2016-09-14-16-3
,WC-3B<WC-3-04>,2016-09-14-16-4
,WC-3B<WC-3-04>,2016-09-14-16-5
,WC-3B<WC-3-04>,2016-09-14-17-0
,WC-3B<WC-3-04>,2016-09-14-17-1
,WC-3B<WC-3-04>,2016-09-14-17-2
,WC-3B<WC-3-04>,2016-09-14-17-3
,WC-3B<WC-3-04>,2016-09-14-17-4
,WC-3B<WC-3-04>,2016-09-14-17-5
,WC-3B<WC-3-05>,2016-09-14-15-0
,WC-3B<WC-3-05>,2016-09-14-15-1
,WC-3B<WC-3-05>,2016-09-14-15-2
,WC-3B<WC-3-05>,2016-09-14-15-3
,WC-3B<WC-3-05>,2016-09-14-15-4
,WC-3B<WC-3-05>,2016-09-14-15-5
,WC-3B<WC-3-05>,2016-09-14-16-0
,WC-3B<WC-3-05>,2016-09-14-16-1
,WC-3B<WC-3-05>,2016-09-14-16-2
,WC-3B<WC-3-05>,2016-09-14-16-3
,WC-3B<WC-3-05>,2016-09-14-16-4
,WC-3B<WC-3-05>,2016-09-14-16-5
,WC-3B<WC-3-05>,2016-09-14-17-0
,WC-3B<WC-3-05>,2016-09-14-17-1
,WC-3B<WC-3-05>,2016-09-14-17-2
,WC-3B<WC-3-05>,2016-09-14-17-3
,WC-3B<WC-3-05>,2016-09-14-17-4
,WC-3B<WC-3-05>,2016-09-14-17-5
,WC-3B<WC-3-06>,2016-09-14-15-0
,WC-3B<WC-3-06>,2016-09-14-15-1
,WC-3B<WC-3-06>,2016-09-14-15-2
,WC-3B<WC-3-06>,2016-09-14-15-3
,WC-3B<WC-3-06>,2016-09-14-15-4
,WC-3B<WC-3-06>,2016-09-14-15-5
,WC-3B<WC-3-06>,2016-09-14-16-0
,WC-3B<WC-3-06>,2016-09-14-16-1
,WC-3B<WC-3-06>,2016-09-14-16-2
,WC-3B<WC-3-06>,2016-09-14-16-3
,WC-3B<WC-3-06>,2016-09-14-16-4
,WC-3B<WC-3-06>,2016-09-14-16-5
,WC-3B<WC-3-06>,2016-09-14-17-0
,WC-3B<WC-3-06>,2016-09-14-17-1
,WC-3B<WC-3-06>,2016-09-14-17-2
,WC-3B<WC-3-06>,2016-09-14-17-3
,WC-3B<WC-3-06>,2016-09-14-17-4
,WC-3B<WC-3-06>,2016-09-14-17-5
,WC-3B<WC-3-07>,2016-09-14-15-0
,WC-3B<WC-3-07>,2016-09-14-15-1
,WC-3B<WC-3-07>,2016-09-14-15-2
,WC-3B<WC-3-07>,2016-09-14-15-3
,WC-3B<WC-3-07>,2016-09-14-15-4
,WC-3B<WC-3-07>,2016-09-14-15-5
,WC-3B<WC-3-07>,2016-09-14-16-0
,WC-3B<WC-3-07>,2016-09-14-16-1
,WC-3B<WC-3-07>,2016-09-14-16-2
,WC-3B<WC-3-07>,2016-09-14-16-3
,WC-3B<WC-3-07>,2016-09-14-16-4
,WC-3B<WC-3-07>,2016-09-14-16-5
,WC-3B<WC-3-07>,2016-09-14-17-0
,WC-3B<WC-3-07>,2016-09-14-17-1
,WC-3B<WC-3-07>,2016-09-14-17-2
,WC-3B<WC-3-07>,2016-09-14-17-3
,WC-3B<WC-3-07>,2016-09-14-17-4
,WC-3B<WC-3-07>,2016-09-14-17-5
,WC-3B<WC-3-08>,2016-09-14-15-0
,WC-3B<WC-3-08>,2016-09-14-15-1
,WC-3B<WC-3-08>,2016-09-14-15-2
,WC-3B<WC-3-08>,2016-09-14-15-3
,WC-3B<WC-3-08>,2016-09-14-15-4
,WC-3B<WC-3-08>,2016-09-14-15-5
,WC-3B<WC-3-08>,2016-09-14-16-0
,WC-3B<WC-3-08>,2016-09-14-16-1
,WC-3B<WC-3-08>,2016-09-14-16-2
,WC-3B<WC-3-08>,2016-09-14-16-3
,WC-3B<WC-3-08>,2016-09-14-16-4
,WC-3B<WC-3-08>,2016-09-14-16-5
,WC-3B<WC-3-08>,2016-09-14-17-0
,WC-3B<WC-3-08>,2016-09-14-17-1
,WC-3B<WC-3-08>,2016-09-14-17-2
,WC-3B<WC-3-08>,2016-09-14-17-3
,WC-3B<WC-3-08>,2016-09-14-17-4
,WC-3B<WC-3-08>,2016-09-14-17-5
,WC-3B<WC-3-09>,2016-09-14-15-0
,WC-3B<WC-3-09>,2016-09-14-15-1
,WC-3B<WC-3-09>,2016-09-14-15-2
,WC-3B<WC-3-09>,2016-09-14-15-3
